timestamp,species,model_key,model_hash,file,top1_class,top1_prob,top2_class,top2_prob,gap_pp,confidence,full_probs_json
2025-10-09 15:59:39,Ludens,final,61ae7a5a08,D:\IRFLies\dataClassesEF_abiertas_mix\ef3\i5ef3_embustidor8002.jpg,ef3,0.358811,ef4,0.174097,0.184714,low,ef1:0.154078;ef2:0.156679;ef3:0.358811;ef4:0.174097;ef5:0.156336
2025-10-09 15:59:39,Ludens,final,61ae7a5a08,D:\IRFLies\dataClassesEF_abiertas_mix\ef3\i5ef3_endémico8272.jpg,ef3,0.316018,ef4,0.210457,0.105560,low,ef1:0.157270;ef2:0.158949;ef3:0.316018;ef4:0.210457;ef5:0.157305
2025-10-09 15:59:39,Ludens,final,61ae7a5a08,D:\IRFLies\dataClassesEF_abiertas_mix\ef3\i5ef3_enguerar6599.jpg,ef2,0.268757,ef4,0.209147,0.059610,low,ef1:0.161862;ef2:0.268757;ef3:0.199176;ef4:0.209147;ef5:0.161058
2025-10-09 15:59:39,Ludens,final,61ae7a5a08,D:\IRFLies\dataClassesEF_abiertas_mix\ef3\i5ef3_enjuagatorio8001.jpg,ef3,0.293125,ef4,0.200564,0.092561,low,ef1:0.160291;ef2:0.176783;ef3:0.293125;ef4:0.200564;ef5:0.169237
2025-10-09 15:59:39,Ludens,final,61ae7a5a08,D:\IRFLies\dataClassesEF_abiertas_mix\ef3\i5ef3_desjuntar7621.jpg,ef3,0.343165,ef2,0.187683,0.155482,low,ef1:0.155723;ef2:0.187683;ef3:0.343165;ef4:0.157697;ef5:0.155732
2025-10-09 15:59:39,Ludens,final,61ae7a5a08,D:\IRFLies\dataClassesEF_abiertas_mix\ef3\i5ef3_desopilativo8186.jpg,ef2,0.310828,ef3,0.182879,0.127949,low,ef1:0.178889;ef2:0.310828;ef3:0.182879;ef4:0.165620;ef5:0.161784
2025-10-09 15:59:39,Ludens,final,61ae7a5a08,D:\IRFLies\dataClassesEF_abiertas_mix\ef3\i5ef3_deutóxido9779.jpg,ef3,0.321534,ef4,0.203047,0.118487,low,ef1:0.157063;ef2:0.159061;ef3:0.321534;ef4:0.203047;ef5:0.159295
2025-10-09 15:59:39,Ludens,final,61ae7a5a08,D:\IRFLies\dataClassesEF_abiertas_mix\ef3\i5ef3_dividendo7547.jpg,ef2,0.351888,ef1,0.172246,0.179642,low,ef1:0.172246;ef2:0.351888;ef3:0.166245;ef4:0.154838;ef5:0.154783
2025-10-09 15:59:39,Ludens,final,61ae7a5a08,D:\IRFLies\dataClassesEF_abiertas_mix\ef3\i5ef3_ejercitadora7965.jpg,ef3,0.385927,ef2,0.159427,0.226499,low,ef1:0.151991;ef2:0.159427;ef3:0.385927;ef4:0.151539;ef5:0.151116
